,Date,Price
0,2019-11-18,4.310528444324615
1,2019-11-19,1.4748449716904823
2,2019-11-20,1.4639929900242652
3,2019-11-21,1.5325694257212186
4,2019-11-22,1.5041385818279858
5,2019-11-23,1.50358587220275
6,2019-11-24,1.543906713399838
7,2019-11-25,1.7343893232677272
8,2019-11-26,1.6005527096252357
9,2019-11-27,0.9291183607441358
10,2019-11-28,0.9844297654354274
11,2019-11-29,1.177365866810461
12,2019-11-30,1.2585063359396063
13,2019-12-01,1.182097600431383
14,2019-12-02,1.1166621730924777
15,2019-12-03,1.0577783769210027
16,2019-12-04,1.0719735777837691
17,2019-12-05,1.0176867080075491
18,2019-12-06,1.0922620652466972
19,2019-12-07,1.0757481801024535
20,2019-12-08,1.0643569695335668
21,2019-12-09,1.0458748988945807
22,2019-12-10,0.9974251819897546
23,2019-12-11,0.9589511997843084
24,2019-12-12,0.995605284443246
25,2019-12-13,1.0745753572391479
26,2019-12-14,1.1382178484766783
27,2019-12-15,1.1162847128606093
28,2019-12-16,1.0924103531949312
29,2019-12-17,1.0035049878673497
30,2019-12-18,0.6597465624157454
31,2019-12-19,0.6672688056079805
32,2019-12-20,0.6964815314100835
33,2019-12-21,0.7594095443515771
34,2019-12-22,0.7637368562954974
35,2019-12-23,0.8118360744135885
36,2019-12-24,0.8486923699110271
37,2019-12-25,0.7561202480452951
38,2019-12-26,0.7785656511188999
39,2019-12-27,0.747654354273389
40,2019-12-28,0.7613372876786195
41,2019-12-29,0.7884874629280129
42,2019-12-30,0.8455648422755458
43,2019-12-31,0.9062550552709624
44,2020-01-01,0.8776085198166621
45,2020-01-02,0.8501482879482339
46,2020-01-03,0.874723645187382
47,2020-01-04,0.9217578862227015
48,2020-01-05,0.9171205176597464
49,2020-01-06,0.9092208142356429
50,2020-01-07,0.8885413858182799
51,2020-01-08,0.8385683472634132
52,2020-01-09,0.8657185225128066
53,2020-01-10,0.8640738743596655
54,2020-01-11,0.8514693987597735
55,2020-01-12,0.8538015637638177
56,2020-01-13,0.8584254516042059
57,2020-01-14,0.839431113507684
58,2020-01-15,0.6899568616877864
59,2020-01-16,0.6881369641412779
60,2020-01-17,0.721286060932866
61,2020-01-18,0.7458479374494472
62,2020-01-19,0.7620517659746562
63,2020-01-20,0.7511593421407387
64,2020-01-21,0.7318145052574817
65,2020-01-22,0.6655028309517389
66,2020-01-23,0.6681989754650849
67,2020-01-24,0.6856160690212995
68,2020-01-25,0.6960636290105149
69,2020-01-26,0.6942572121865731
70,2020-01-27,0.6895659207333512
71,2020-01-28,0.6987867349689942
72,2020-01-29,0.7141817201401994
73,2020-01-30,0.7350229172283634
74,2020-01-31,0.7733351307630089
75,2020-02-01,0.8014963602049069
76,2020-02-02,0.8032623348611485
77,2020-02-03,0.8242113777298462
78,2020-02-04,0.8679698031814503
79,2020-02-05,0.8707603127527636
80,2020-02-06,0.8704637368562954
81,2020-02-07,0.7460231868428148
82,2020-02-08,0.7290509571313022
83,2020-02-09,0.7032084119708816
84,2020-02-10,0.6871663521164734
85,2020-02-11,0.6730655163116742
86,2020-02-12,0.6641008358047991
87,2020-02-13,0.7016042059854408
88,2020-02-14,0.7507818819088702
89,2020-02-15,0.7558641143165273
90,2020-02-16,0.7195200862766243
91,2020-02-17,0.7089511997843084
92,2020-02-18,0.6918037206794283
93,2020-02-19,0.6841601509840927
94,2020-02-20,0.6752628740900511
95,2020-02-21,0.6844836883256942
96,2020-02-22,0.6810461040711782
97,2020-02-23,0.6764356969533566
98,2020-02-24,0.6847128606093286
99,2020-02-25,0.7165543273119439
100,2020-02-26,0.7763278511728228
101,2020-02-27,0.9426395254785656
102,2020-02-28,1.1585332973847398
103,2020-02-29,1.105284443246158
104,2020-03-01,0.9858587220275006
105,2020-03-02,0.9457535723914802
106,2020-03-03,0.8958209760043138
107,2020-03-04,0.8984497169048261
108,2020-03-05,0.8211916958748988
109,2020-03-06,0.848301428956592
110,2020-03-07,0.8579536263143703
111,2020-03-08,0.8444863844702075
112,2020-03-09,0.8624696683742248
113,2020-03-10,0.9036397950930168
114,2020-03-11,0.8735643030466432
115,2020-03-12,0.8622270153680237
116,2020-03-13,0.8245483957940145
117,2020-03-14,0.7889458074952816
118,2020-03-15,0.7312617956322458
119,2020-03-16,0.6876786195740091
120,2020-03-17,0.6909139929900242
121,2020-03-18,0.7090051226745753
122,2020-03-19,0.7202480452952277
123,2020-03-20,0.7152736586681046
124,2020-03-21,0.7429900242653006
125,2020-03-22,0.784497169048261
126,2020-03-23,0.8130493394445941
127,2020-03-24,0.7944594230250741
128,2020-03-25,0.7636964141277972
129,2020-03-26,0.7589242383391749
130,2020-03-27,0.8124022647613912
131,2020-03-28,0.855176597465624
132,2020-03-29,0.8411431652736586
133,2020-03-30,0.7665543273119438
134,2020-03-31,0.7513345915341062
135,2020-04-01,1.2029657589646805
136,2020-04-02,1.1597465624157455
137,2020-04-03,1.024831490967916
138,2020-04-04,1.1628875707737933
139,2020-04-05,1.1618630358587219
140,2020-04-06,1.100593151792936
141,2020-04-07,1.0458209760043136
142,2020-04-08,1.0203693717983284
143,2020-04-09,1.0079131841466702
144,2020-04-10,0.9950660555405768
145,2020-04-11,0.9464276085198167
146,2020-04-12,0.9426260447559989
147,2020-04-13,0.9562820167160959
148,2020-04-14,1.0431517929361014
149,2020-04-15,1.1117956322458882
150,2020-04-16,1.090226476139121
151,2020-04-17,1.0530062011323806
152,2020-04-18,1.0627662442706929
153,2020-04-19,1.0535993529253167
154,2020-04-20,1.027406308978161
155,2020-04-21,0.9916419520086276
