,Date,Price
0,2015-05-27,4.362173092477756
1,2015-05-28,2.648840657859261
2,2015-05-29,3.2466567808034505
3,2015-05-30,3.502386087894311
4,2015-05-31,3.7067808034510645
5,2015-06-01,4.108182798598005
6,2015-06-02,4.18511728228633
7,2015-06-03,2.3301968185494744
8,2015-06-04,1.3114855756268535
9,2015-06-05,1.4067942841736314
10,2015-06-06,1.525424642760852
11,2015-06-07,1.7270558101914262
12,2015-06-08,1.8356969533566998
13,2015-06-09,1.9470477217578859
14,2015-06-10,1.606524669722297
15,2015-06-11,1.0190078188190888
16,2015-06-12,0.9425586411431651
17,2015-06-13,0.9836883256942571
18,2015-06-14,1.0482879482340253
19,2015-06-15,1.1025613372876786
20,2015-06-16,1.1616069021299542
21,2015-06-17,0.9312752763548124
22,2015-06-18,0.7010245349150714
23,2015-06-19,0.6118765165812887
24,2015-06-20,0.5304259908331086
25,2015-06-21,0.5293070908600701
26,2015-06-22,0.550849285521704
27,2015-06-23,0.5534645456996494
28,2015-06-24,0.5786734968994338
29,2015-06-25,0.5803990293879752
30,2015-06-26,0.5656645996225397
31,2015-06-27,0.5538824480992182
32,2015-06-28,0.5325424642760851
33,2015-06-29,0.5360339714208681
34,2015-06-30,0.6206255055270962
35,2015-07-01,0.6858317605823672
36,2015-07-02,0.6235643030466432
37,2015-07-03,0.576867080075492
38,2015-07-04,0.6246157994068482
39,2015-07-05,0.6258290644378538
40,2015-07-06,0.5987462928012941
41,2015-07-07,0.6088029118360744
42,2015-07-08,0.6230250741439741
43,2015-07-09,0.6132919924507954
44,2015-07-10,0.5962658398490158
45,2015-07-11,0.6066729576705311
46,2015-07-12,0.5771771366945267
47,2015-07-13,0.516850903208412
48,2015-07-14,0.5166352116473443
49,2015-07-15,0.5258155837152871
50,2015-07-16,0.5194796441089241
51,2015-07-17,0.5063224588837961
52,2015-07-18,0.49177675923429487
53,2015-07-19,0.45430035049878675
54,2015-07-20,0.388231329199245
55,2015-07-21,0.3740226476139121
56,2015-07-22,0.3678484766783499
57,2015-07-23,0.3515772445403073
58,2015-07-24,0.41322458883796165
59,2015-07-25,0.44028039902938787
60,2015-07-26,0.3988406578592612
61,2015-07-27,0.35815583715287136
62,2015-07-28,0.34830142895659205
63,2015-07-29,0.3392154219466163
64,2015-07-30,0.3481126988406578
65,2015-07-31,0.3946751145861418
66,2015-08-01,0.4050417902399568
67,2015-08-02,0.3471960097061202
68,2015-08-03,0.32138042599083305
69,2015-08-04,0.3078997034241035
70,2015-08-05,0.31097330816931784
71,2015-08-06,0.30272310595847934
72,2015-08-07,0.30919385279050954
73,2015-08-08,0.30171205176597465
74,2015-08-09,0.27756807764896196
75,2015-08-10,0.2451469398759773
76,2015-08-11,0.223928282555945
77,2015-08-12,0.21775411162038283
78,2015-08-13,0.22159611755190076
79,2015-08-14,0.23974117012671875
80,2015-08-15,0.2110811539498517
81,2015-08-16,0.16067673227284981
82,2015-08-17,0.14099487732542462
83,2015-08-18,0.13641143165273656
84,2015-08-19,0.13580479913723373
85,2015-08-20,0.14543003504987867
86,2015-08-21,0.14327311943920193
87,2015-08-22,0.14309787004583444
88,2015-08-23,0.11598813696414126
89,2015-08-24,0.10332973847398219
90,2015-08-25,0.13662712321380424
91,2015-08-26,0.15078188190887032
92,2015-08-27,0.15343758425451604
93,2015-08-28,0.16925047182528982
94,2015-08-29,0.19950121326503098
95,2015-08-30,0.16903478026422214
96,2015-08-31,0.15645726610946345
97,2015-09-01,0.16993798867619303
98,2015-09-02,0.17450795362631435
99,2015-09-03,0.16241574548395793
100,2015-09-04,0.1591129684551092
101,2015-09-05,0.1462253976813157
102,2015-09-06,0.12650310056619035
103,2015-09-07,0.13275815583715286
104,2015-09-08,0.13608789431113508
105,2015-09-09,0.1262065246697223
106,2015-09-10,0.11720140199514693
107,2015-09-11,0.10818279859800485
108,2015-09-12,0.10310056619034778
109,2015-09-13,0.09428417363170664
110,2015-09-14,0.09870585063359395
111,2015-09-15,0.10196818549474251
112,2015-09-16,0.09297654354273388
113,2015-09-17,0.0838635750876247
114,2015-09-18,0.07159611755190078
115,2015-09-19,0.061714747910488
116,2015-09-20,0.05907252628740899
117,2015-09-21,0.060717174440550005
118,2015-09-22,0.0626718792127258
119,2015-09-23,0.057805338366136425
120,2015-09-24,0.05680776489619844
121,2015-09-25,0.05857373955244
122,2015-09-26,0.056362901051496356
123,2015-09-27,0.0518738204367754
124,2015-09-28,0.05279050957131302
125,2015-09-29,0.05384200593151793
126,2015-09-30,0.057441358856834726
127,2015-10-01,0.055944998651927744
128,2015-10-02,0.05281747101644648
129,2015-10-03,0.05086276624427069
130,2015-10-04,0.04687247236451873
131,2015-10-05,0.04671070369371798
132,2015-10-06,0.05159072526287409
133,2015-10-07,0.055567538420059306
134,2015-10-08,0.05238608789431113
135,2015-10-09,0.054960905904556476
136,2015-10-10,0.053154489080614716
137,2015-10-11,0.04870585063359396
138,2015-10-12,0.04720949042868697
139,2015-10-13,0.0466298193583176
140,2015-10-14,0.04487732542464276
141,2015-10-15,0.04204637368562955
142,2015-10-16,0.0428012941493664
143,2015-10-17,0.04259908331086546
144,2015-10-18,0.04098139660285791
145,2015-10-19,0.040105149636020486
146,2015-10-20,0.04068482070638985
147,2015-10-21,0.03935022917228363
148,2015-10-22,0.039080614720949036
149,2015-10-23,0.03871663521164734
150,2015-10-24,0.03712590994877325
151,2015-10-25,0.0352790509571313
152,2015-10-26,0.034119708816392556
153,2015-10-27,0.03367484497169048
154,2015-10-28,0.03472634133189539
