,Date,Price
0,2020-12-03,1.4937449447290374
1,2020-12-04,1.0277702884874627
2,2020-12-05,1.0082771636559718
3,2020-12-06,0.9950795362631436
4,2020-12-07,0.9856160690212994
5,2020-12-08,0.9678889188460501
6,2020-12-09,0.8869641412779724
7,2020-12-10,0.9570638986249663
8,2020-12-11,0.9714882717713669
9,2020-12-12,0.9784443246157993
10,2020-12-13,0.9716500404421676
11,2020-12-14,0.9710434079266648
12,2020-12-15,0.9612698840657858
13,2020-12-16,0.9067268805607979
14,2020-12-17,0.9485171205176597
15,2020-12-18,0.9617012671879211
16,2020-12-19,0.9657320032353734
17,2020-12-20,0.9631167430574278
18,2020-12-21,0.9618765165812887
19,2020-12-22,0.9532623348611484
20,2020-12-23,0.9119169587489889
21,2020-12-24,0.9369911027231059
22,2020-12-25,0.9502561337287677
23,2020-12-26,0.9479913723375573
24,2020-12-27,0.9433405230520355
25,2020-12-28,0.9415341062280937
26,2020-12-29,0.9353599352925317
27,2020-12-30,0.8395659207333512
28,2020-12-31,0.8886492315988136
29,2021-01-01,0.9131167430574277
30,2021-01-02,0.9140873550822324
31,2021-01-03,0.9098544081962792
32,2021-01-04,0.9103801563763816
33,2021-01-05,0.9102723105958479
34,2021-01-06,0.8316527365866809
35,2021-01-07,0.8555001348072255
36,2021-01-08,0.8738069560528444
37,2021-01-09,0.8975599892154219
38,2021-01-10,0.9100026961445133
39,2021-01-11,0.9090860070099758
40,2021-01-12,0.8997034241035318
41,2021-01-13,0.8500943650579671
42,2021-01-14,0.8599352925316797
43,2021-01-15,0.8746562415745484
44,2021-01-16,0.880506875168509
45,2021-01-17,0.8851172822863305
46,2021-01-18,0.8811135076840119
47,2021-01-19,0.8710164464815313
48,2021-01-20,0.8185359935292531
49,2021-01-21,0.8160150984092747
50,2021-01-22,0.8128336478835265
51,2021-01-23,0.8087894311135077
52,2021-01-24,0.8062146131032623
53,2021-01-25,0.7887031544890806
54,2021-01-26,0.7657724454030735
55,2021-01-27,0.7064168239417632
56,2021-01-28,0.660420598544082
57,2021-01-29,0.6816257751415475
58,2021-01-30,0.7183472634133189
59,2021-01-31,0.722283634402804
60,2021-02-01,0.724022647613912
61,2021-02-02,0.7187651658128875
62,2021-02-03,0.6811674305742788
63,2021-02-04,0.7045430035049878
64,2021-02-05,0.7157050417902399
65,2021-02-06,0.7307630088972769
66,2021-02-07,0.7305607980587758
67,2021-02-08,0.7260312752763547
68,2021-02-09,0.7208951199784308
69,2021-02-10,0.6952682663790779
70,2021-02-11,0.7062550552709624
71,2021-02-12,0.7008762469668374
72,2021-02-13,0.698948503639795
73,2021-02-14,0.6930304664330007
74,2021-02-15,0.6873281207872741
75,2021-02-16,0.6766379077918575
76,2021-02-17,0.6388918846050148
77,2021-02-18,0.6433000808843353
78,2021-02-19,0.6663386357508763
79,2021-02-20,0.6868293340523051
80,2021-02-21,0.6995281747101644
81,2021-02-22,0.7154354273389053
82,2021-02-23,0.7324211377729846
83,2021-02-24,0.7140199514693987
84,2021-02-25,0.7358587220275006
85,2021-02-26,0.7596926395254785
86,2021-02-27,0.7746697222971151
87,2021-02-28,0.7851307630088972
88,2021-03-01,0.8182394176327851
89,2021-03-02,0.8606767322728497
90,2021-03-03,0.8353599352925316
91,2021-03-04,0.8138581827985979
92,2021-03-05,0.8280533836613642
93,2021-03-06,0.8509301698571042
94,2021-03-07,0.8579536263143703
95,2021-03-08,0.8522647613912104
96,2021-03-09,0.8414936640603935
97,2021-03-10,0.8112564033432191
98,2021-03-11,0.8202210838500943
99,2021-03-12,0.8257616608250202
100,2021-03-13,0.8291048800215691
101,2021-03-14,0.8242518198975465
102,2021-03-15,0.8022782421137772
103,2021-03-16,0.78074952817471
104,2021-03-17,0.7757077379347532
105,2021-03-18,0.7701401995146939
106,2021-03-19,0.7640873550822324
107,2021-03-20,0.7535454300350498
108,2021-03-21,0.7436370989485035
109,2021-03-22,0.7396602857913184
110,2021-03-23,0.7749123753033161
111,2021-03-24,0.8109733081693178
112,2021-03-25,0.8100431383122134
113,2021-03-26,0.7963332434618495
114,2021-03-27,0.7937449447290374
115,2021-03-28,0.7886222701536801
116,2021-03-29,0.7865462388784038
117,2021-03-30,0.776516581288757
118,2021-03-31,0.7757346993798866
119,2021-04-01,0.7839849015907252
120,2021-04-02,0.7870315448908061
121,2021-04-03,0.7868697762200053
122,2021-04-04,0.7918306821245618
123,2021-04-05,0.7918172014019951
124,2021-04-06,0.8071447829603666
125,2021-04-07,0.7724993259638716
126,2021-04-08,0.6940280399029387
127,2021-04-09,0.7217578862227014
128,2021-04-10,0.7040172553248853
129,2021-04-11,0.663157185225128
130,2021-04-12,0.6745888379617146
131,2021-04-13,0.6677810730655163
132,2021-04-14,0.6794418980857374
133,2021-04-15,0.6795901860339714
134,2021-04-16,0.6964276085198167
135,2021-04-17,0.7639525478565651
136,2021-04-18,0.7551496360204907
137,2021-04-19,0.7622404960905904
138,2021-04-20,0.7711377729846319
139,2021-04-21,0.7927743327042329
140,2021-04-22,0.8685225128066865
141,2021-04-23,0.9002291722836343
142,2021-04-24,0.9246023186842814
143,2021-04-25,0.9175923429495819
144,2021-04-26,0.9071313022377998
145,2021-04-27,0.9020625505527097
146,2021-04-28,0.903033162577514
147,2021-04-29,0.9284847667834996
148,2021-04-30,0.9646265839849014
149,2021-05-01,0.9224588837961714
150,2021-05-02,0.8719735777837693
151,2021-05-03,0.8449312483149096
152,2021-05-04,0.6351172822863305
153,2021-05-05,0.628511728228633
154,2021-05-06,0.5856160690212995
